Battery_ID,Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
9487033,1134.0,5678.33,20024.23136213705,3.959,3.65,3768.336170946925,5.98,2225.68,745
9487033,1134.0,10216.19,-1522.1626243592461,4.042,3.578,14297.785609592282,938.05,5.98,707
9487033,1134.0,8.69,784.4999705323481,3.971,3.406,4574.766244032651,5183.1,5.98,784
9487033,1134.0,9180.91,15806.692656835261,4.034,3.558,3768.336170946925,20204.94,18488.21,746
9487033,1134.0,29637.65,10990.258607651467,3.921,3.507,8598.225922924026,5461.27,5.98,727
9487033,1134.0,8.69,1239.7846717497057,3.913,3.523,7354.512158958029,4939.6,5.98,657
9487033,1134.0,8.69,-7019.89601772522,3.908,3.557,-113.58400001004338,5511.8,8174.18,719
9487033,1134.0,8.69,-19812.660628844824,3.901,3.667,7901.503711143629,22553.52,16551.49,658
9487033,1134.0,23303.73,-7022.1441879757995,3.936,3.674,-113.58400001004338,5.98,12234.32,552
9487033,1134.0,17268.18,-30040.11597451376,3.999,3.685,-113.58400001004338,15660.61,35911.78,511
9487033,1134.0,3720.15,5929.458850465144,3.988,3.565,11024.381015939874,9164.12,3711.17,703
9487033,1134.0,8.69,3817.750427555441,3.974,3.501,3051.1029322691174,4964.4,9972.81,725
9487033,1134.0,8.69,37410.36635504191,3.826,3.636,-113.58400001004338,1015.65,5.98,737
9487033,1134.0,6993.97,11410.640448921064,3.939,3.623,10978.619997502152,10816.65,36333.17,451
9487033,1134.0,2178.46,26457.106992685443,3.933,3.596,9058.144373234796,5.98,25482.72,580
9487033,1134.0,8.69,-1372.9678882653013,3.838,3.599,-113.58400001004338,5.98,9810.63,464
9487033,1134.0,16168.68,-4785.568866498325,3.908,3.589,14794.45130531176,5.98,5960.0,601
9487033,1134.0,13964.04,10700.027716618148,3.865,3.554,4619.158055927406,3196.88,5.98,589
9487033,1134.0,8.69,-3790.2475130299945,3.828,3.61,49.18812169583907,5.98,19029.48,510
9487033,1134.0,8.69,-11669.455416981431,3.866,3.636,7390.155060728805,26458.8,17265.2,456
9487033,1134.0,7142.75,3762.7820822689855,3.953,3.531,-113.58400001004338,20654.65,31713.92,408
9487033,1134.0,13444.39,1044.1084918914735,3.882,3.731,3100.175825311094,5401.99,18243.38,557
9487033,1134.0,8.69,-24872.732509538535,3.836,3.674,3776.5746724321352,19460.84,5.98,526
9487033,1134.0,8.69,12060.771305965929,3.821,3.65,11800.4910882202,4905.28,2109.78,577
9487033,1134.0,32803.61,-11611.182270390616,3.933,3.624,-113.58400001004338,7810.1,10066.5,456
9487033,1134.0,8.69,-2762.2183301744253,3.796,3.509,15.445920751525136,6225.47,5.98,361
9487033,1134.0,8.69,-11176.968982962144,3.877,3.62,7914.955536259851,5.98,6089.91,456
9487033,1134.0,8.69,-1496.9758118958255,3.916,3.684,4025.456291200403,8414.53,5.98,412
9487033,1134.0,9437.32,-30790.96539662442,3.856,3.542,12920.839138610216,13121.83,5.98,552
9487033,1134.0,8.69,21298.54051438674,3.903,3.733,1380.4902934864676,4558.8,4279.82,537
9487033,1134.0,34657.42,14268.799885098908,3.943,3.607,-113.58400001004338,5.98,18921.9,643
9487033,1134.0,18700.86,8399.65384128328,3.938,3.619,5338.4611567169395,5.98,12577.61,501
9487033,1134.0,20721.12,-12405.859359192526,3.969,3.677,-113.58400001004338,1995.06,8684.57,575
9487033,1134.0,43665.13,9088.473305989657,3.903,3.514,4288.233893988299,5.98,10066.5,617
9487033,1134.0,8.69,2295.0337014101297,3.802,3.585,6352.746237556123,5.98,5.98,568
9487033,1134.0,42495.53,10920.300891995133,3.753,3.616,1796.9185812782177,11418.62,32969.24,315
9487033,1134.0,33994.18,852.6544382877055,3.797,3.773,-113.58400001004338,5.98,12766.5,155
9487033,1134.0,42140.82,-15663.20706039017,3.843,3.829,6608.9993977203485,5.98,4247.76,0
9487033,1134.0,39188.93,-67.47220883591376,3.814,3.684,11228.003046505628,36105.47,39951.45,324
9487033,1134.0,28858.32,5541.3500847663845,3.759,3.752,1525.8067073671327,5.98,10066.5,244
9487033,1134.0,8.69,-29651.605621784594,3.68,3.776,744.4022337509173,5.98,8963.58,54
9487033,1134.0,28121.26,-3607.4178462403333,3.762,3.859,13996.535683584312,5461.27,28740.11,76
9487033,1134.0,29447.67,740.2683357491991,3.819,3.678,7276.752382303728,25948.71,24160.66,44
9487033,1134.0,8.69,-6453.980112315749,3.856,3.609,-113.58400001004338,5.98,5.98,175
9487033,1134.0,8.69,-23063.04868338158,3.85,3.637,1564.8024987220633,13018.84,5.98,338
9487033,1134.0,8.69,15976.442956748437,3.922,3.657,-113.58400001004338,415.16,5.98,367
9487033,1134.0,5458.23,6757.038735571954,3.903,3.698,3768.336170946925,3811.58,5.98,482
9487033,1134.0,34484.21,-9334.469759463378,3.885,3.513,3645.2699840556334,2007.04,1202.32,537
9487033,1134.0,1157.75,-24163.89195928721,3.908,3.543,10421.217306206134,5.98,5.98,450
9487033,1134.0,8.69,7935.096082069505,3.908,3.563,3771.9952785070577,5895.22,5.98,541
9487033,1134.0,21187.06,10197.828792700519,3.962,3.625,2683.3373197021238,3758.21,14387.91,620
9487033,1134.0,8.69,-19273.07466951602,3.884,3.559,1141.791000574246,1924.87,42156.53,525
9487033,1134.0,12499.74,483.9821935307582,3.908,3.705,538.2123797668778,6782.06,7205.83,514
9487033,1134.0,9168.89,-605.3733850762146,3.903,3.666,8252.159071216354,19522.08,5700.99,560
9487033,1134.0,17958.46,12872.178797302462,3.957,3.549,2508.039839750464,10030.2,9120.45,716
9487033,1134.0,11036.88,-4740.553470308664,3.972,3.6,2793.304670473991,5461.27,11991.52,571
9487033,1134.0,6246.94,-2960.740816936891,3.956,3.677,-113.58400001004338,12273.75,4822.52,542
9487033,1134.0,8.69,-15065.001944216678,3.803,3.58,-75.59128233165757,5.98,4794.8,515
9487033,1134.0,4148.71,25850.67472078634,3.862,3.686,3768.336170946925,13344.56,7864.94,479
9487033,1134.0,8.69,5813.293975322441,3.802,3.62,-113.58400001004338,5.98,2270.17,488
9487033,1134.0,9052.57,1278.1524523842043,3.824,3.612,437.62977333477056,5.98,19840.78,424
9487033,1134.0,8.69,5459.827917593807,3.856,3.628,-113.58400001004338,17697.6,8478.26,477
9487033,1134.0,24925.43,18494.09155072656,3.869,3.605,1056.3323789032847,9052.85,5.98,335
9487033,1134.0,60303.58,-9743.718317434645,3.935,3.616,2552.8673762907365,5.98,14405.48,353
9487033,1134.0,3400.36,16.977711550251797,3.877,3.64,-113.58400001004338,2747.81,11178.92,494
9487033,1134.0,7392.53,1239.7846717497057,3.883,3.72,7742.978297152125,5.98,999.24,360
9487033,1134.0,8.69,17508.168499089257,3.868,3.648,13528.056733587915,5.98,5.98,490
9487033,1134.0,8.69,294.02088340284354,3.9,3.486,-113.58400001004338,13702.07,12385.4,454
9487033,1134.0,8.69,13293.011527581646,3.952,3.539,4272.905446491527,5.98,24379.78,424
9487033,1134.0,26833.31,6599.5489414810745,3.924,3.552,-113.58400001004338,5.98,25066.55,606
9487033,1134.0,6353.19,-17248.805323580138,3.902,3.591,-113.58400001004338,3745.95,4288.9,617
9487033,1134.0,8792.78,4713.932672090961,3.835,3.553,3768.336170946925,5.98,5.98,646
9487033,1134.0,33931.23,15424.137086791347,3.908,3.481,6843.261454763866,23237.96,5.98,554
9487033,1134.0,8.69,2287.73207829366,3.976,3.539,2924.8169249168955,5.98,16963.32,525
9487033,1134.0,44339.31,-15534.602399500884,3.89,3.7,1902.8124575619963,4923.46,5.98,577
9487033,1134.0,5652.52,14622.559513703563,3.941,3.668,8139.753539732157,12717.16,4262.66,631
9487033,1134.0,29953.98,-7669.855662442388,3.946,3.602,11726.610253976845,5.98,5.98,653
9487033,1134.0,6593.48,-14734.701990104824,3.943,3.574,1381.6441543804021,6127.45,5.98,632
9487033,1134.0,5276.09,-20315.954953099856,3.908,3.532,-113.58400001004338,5.98,25471.33,739
9487033,1134.0,8553.53,1239.7846717497057,3.908,3.612,2046.7430684567491,5.98,5.98,624
9487033,1134.0,14585.0,15670.129760106796,3.949,3.585,1383.2047641629078,7461.93,5.98,683
9487033,1134.0,6365.59,-1362.9560008933965,3.867,3.57,9103.745412845441,10608.7,38914.08,635
9487033,1134.0,32276.72,3877.419044256937,3.954,3.472,4363.234307948358,5.98,36336.52,523
9487033,1134.0,20127.03,-3724.1622437382994,3.831,3.68,1421.1932058456405,3228.48,25084.52,540
9487033,1134.0,8.69,-221.3907468349612,3.864,3.562,7353.585750954293,3722.85,5.98,378
9487033,1134.0,19200.12,1239.7846717497057,3.838,3.607,-113.58400001004338,5.98,1298.76,474
9487033,1134.0,9554.71,16846.2078562402,3.867,3.734,2123.333748138346,5.98,14054.61,554
9487033,1134.0,8.69,-8603.87000480113,3.828,3.578,550.177054766089,4683.16,29313.65,364
9487033,1134.0,8.69,11077.193235738321,3.955,3.61,441.0894515067275,5.98,5916.42,255
9487033,1134.0,492.06,7959.468291376938,3.912,3.724,5897.0392026608715,11964.45,11989.5,496
9487033,1134.0,8.69,-22251.421574137792,3.895,3.561,2928.0937701436214,5.98,9634.95,463
9487033,1134.0,8.69,-5718.856228764076,3.889,3.542,2704.083077438073,17669.81,5.98,508
9487033,1134.0,8.69,20352.892697740903,3.813,3.492,-113.58400001004338,5.98,2577.86,498
9487033,1134.0,8.69,4747.600097272955,3.858,3.595,1207.217171464852,5461.27,20037.46,379
9487033,1134.0,8.69,1239.7846717497057,3.86,3.596,3664.091328117081,10240.89,30990.05,405
9487033,1134.0,21770.93,-4332.508777028997,3.994,3.614,1139.9692008699822,10376.77,5.98,409
9487033,1134.0,21584.37,6810.027606394357,4.019,3.468,457.87879409191737,5.98,10066.5,531
9487033,1134.0,8.69,735.1072028787842,3.928,3.627,2167.6127858429263,16110.82,16143.37,740
9487033,1134.0,8.69,13253.508989063865,3.918,3.577,7482.661457121878,5.98,10066.5,715
9487033,1134.0,20413.88,7546.617999726712,3.954,3.441,-113.58400001004338,16982.26,5.98,640
9487033,1134.0,8266.53,1239.7846717497057,3.935,3.565,3670.233236334511,7854.61,5.98,798
9487033,1134.0,10836.72,-8373.20038661464,3.898,3.464,-113.58400001004338,8096.32,5073.81,609
9487033,1134.0,8.69,5440.333915026271,3.92,3.53,1499.9966538956332,1723.76,2603.31,572
9487033,1134.0,8.69,1129.4177653834777,3.88,3.593,-113.58400001004338,5.98,854.96,575
9487033,1134.0,24821.43,-7926.120179019962,3.991,3.582,1103.522595944129,9082.67,6911.04,554
9487033,1134.0,8.69,-10523.550132105822,3.903,3.532,8970.954280040845,21806.27,5330.84,660
9487033,1134.0,8.69,-2037.9545521364482,3.829,3.66,3768.336170946925,4095.77,5.98,662
9487033,1134.0,8.69,-6479.108882903681,3.946,3.404,4433.649002289921,10856.88,5.98,678
9487033,1134.0,8.69,5173.856717561589,3.885,3.501,5708.6116237205715,5.98,1918.92,753
9487033,1134.0,7842.91,7392.340005479466,3.891,3.544,3819.2947327912207,12161.28,16319.32,688
9487033,1134.0,21974.36,-1360.9700275320881,3.908,3.707,12041.837649818575,4447.72,10066.5,490
9487033,1134.0,27360.81,-638.6726141137005,3.814,3.675,14639.13036517283,5.98,5637.91,618
9487033,1134.0,3076.87,1239.7846717497057,3.908,3.619,-113.58400001004338,5.98,19031.5,433
9487033,1134.0,43396.19,1427.67048060412,3.905,3.66,413.5301057415354,16516.35,13273.84,459
9487033,1134.0,66501.7,2434.808622082133,3.947,3.687,5315.924819634562,5.98,5.98,554
9487033,1134.0,15442.83,15664.384734932963,3.838,3.673,-113.58400001004338,27581.49,16467.24,451
9487033,1134.0,36641.13,9631.58570142922,3.906,3.734,3440.41756360878,5.98,5.98,294
9487033,1134.0,39140.67,14556.659799133507,3.891,3.571,1589.1807688985077,5461.27,7031.02,345
9487033,1134.0,8.69,-5358.6806198689355,3.842,3.578,6371.045312303643,2539.71,17067.81,436
9487033,1134.0,8.69,1239.7846717497057,3.81,3.592,-113.58400001004338,2642.67,15337.72,296
9487033,1134.0,8.69,-14199.094252295987,3.878,3.681,-113.58400001004338,5.98,16359.3,248
9487033,1134.0,4581.27,-13053.574419257598,3.908,3.689,7209.882320876903,9808.7,20892.38,471
9487033,1134.0,8.69,4028.70508066771,3.846,3.746,7624.348283345026,4119.51,3693.54,516
9487033,1134.0,8.69,-9302.099872733424,3.982,3.723,3216.2774322519017,3624.29,10066.5,592
9487033,1134.0,2650.04,-2964.379751200141,3.843,3.496,3463.0033159198447,5.98,5.98,605
9487033,1134.0,8.69,2515.2812173479524,3.899,3.67,-113.58400001004338,5.98,5.98,616
9487033,1134.0,48768.28,-10801.5729566947,3.915,3.51,8574.10829852367,878.81,14649.79,700
9487033,1134.0,13605.53,19326.25876089611,3.887,3.602,602.0169965599011,9890.58,10104.62,503
9487033,1134.0,30216.44,9913.438841600526,3.889,3.679,14548.153562259055,5.98,15206.81,623
9487033,1134.0,8.69,-20629.69482060516,3.941,3.608,7923.672749898535,24162.9,20833.75,612
9487033,1134.0,1304.97,-4908.561169357754,3.756,3.492,10521.390715094152,16132.23,20712.57,595
9487033,1134.0,8.69,2962.383946983118,3.805,3.591,9359.702285692172,10417.51,5.98,419
9487033,1134.0,4988.74,-1952.8223595884112,3.87,3.62,-113.58400001004338,5.98,5.98,554
9487033,1134.0,1654.58,3159.333700609761,3.919,3.544,6593.243931908784,6805.3,5.98,277
9487033,1134.0,8.69,-6346.527793293669,3.911,3.613,5741.297093773105,5.98,6302.26,354
9487033,1134.0,12183.29,1239.7846717497057,3.876,3.491,1605.348425055346,10328.66,5.98,514
9487033,1134.0,45090.25,5346.637744594866,3.875,3.558,3768.336170946925,5.98,5.98,482
9487033,1134.0,8.69,152.4090158065967,3.891,3.525,-113.58400001004338,5.98,5.98,424
9487033,1134.0,8.69,7685.611484028721,3.867,3.565,3768.336170946925,10810.5,13601.71,470
9487033,1134.0,3088.78,436.60708136262326,3.832,3.59,8724.74087956704,7592.6,7789.97,325
9487033,1134.0,8.69,-6464.384622721846,3.983,3.681,6960.338748900679,5904.17,5.98,349
9487033,1134.0,8.69,10833.973126451996,3.853,3.634,2648.1666003367764,5.98,5.98,519
9487033,1134.0,145.09,22289.664476627662,3.891,3.455,1101.2594941012276,13483.42,3563.48,587
9487033,1134.0,8.69,-6588.573619075902,3.837,3.578,3024.745876362519,11926.67,11422.84,557
9487033,1134.0,4116.59,275.78508975395584,3.978,3.597,172.25237857045613,1285.71,35685.86,495
9487033,1134.0,8.69,-9598.125090919755,3.888,3.567,14682.074341475256,2273.33,8520.83,674
9487033,1134.0,8.69,19893.891271580647,3.93,3.578,-113.58400001004338,15184.65,15481.62,649
9487033,1134.0,8.69,-12471.437266298482,3.924,3.732,4057.243376751222,5.98,9482.63,665
9487033,1134.0,14581.56,18148.414757508464,3.888,3.554,2970.5045517073327,6144.14,29563.35,679
9487033,1134.0,17478.88,-1949.3815296414998,3.858,3.508,7941.477740377395,2109.75,12471.57,595
9487033,1134.0,4505.95,344.10373870247827,3.926,3.66,5090.170208073816,5.98,51.91,554
9487033,1134.0,3368.61,4896.65521912586,3.865,3.511,5573.511544800347,5461.27,5.98,638
9487033,1134.0,4144.0,1608.807492796102,3.975,3.659,9223.709943909025,2769.06,7696.06,524
9487033,1134.0,8.69,517.1930151555792,3.935,3.654,12887.474846833946,10265.53,24745.22,687
9487033,1134.0,34434.0,1858.3810865118023,3.957,3.424,15879.17522695663,2101.56,16760.69,671
9487033,1134.0,1140.16,-1357.404149837985,3.865,3.585,817.8575460800744,5.98,8478.35,649
9487033,1134.0,14026.95,-5087.357486050729,3.765,3.711,-113.58400001004338,9529.56,31376.26,554
9487033,1134.0,19170.56,-10213.777729325031,3.908,3.632,6303.471670525081,13344.71,27685.56,347
9487033,1134.0,8617.33,7528.698523094241,3.908,3.721,14635.208163181094,8739.45,21461.3,352
9487033,1134.0,8.69,2558.5903168581954,3.949,3.596,-113.58400001004338,12666.16,11580.63,433
9487033,1134.0,17796.97,-8024.625533420413,3.79,3.578,-113.58400001004338,7028.12,13432.45,614
9487033,1134.0,2967.94,-5178.815794827199,3.97,3.632,-113.58400001004338,5.98,5.98,554
9487033,1134.0,8.69,8577.076425556394,3.915,3.559,-113.58400001004338,7896.24,5.98,397
9487033,1134.0,8.69,14916.649405107199,3.814,3.659,-113.58400001004338,5.98,20636.55,360
9487033,1134.0,13962.53,9354.124023003367,3.88,3.684,1264.2670359792364,5.98,8054.15,348
9487033,1134.0,15547.8,28176.801260845663,3.903,3.654,3838.2407287225537,5.98,25475.48,340
9487033,1134.0,8.69,1239.7846717497057,3.908,3.742,5392.283421187763,5.98,28010.4,356
9487033,1134.0,8.69,4154.109370808538,3.93,3.632,5008.612974822701,5.98,19309.0,446
9487033,1134.0,8.69,-2233.948295566821,3.806,3.741,3305.8308521194076,9369.58,5.98,467
9487033,1134.0,4643.07,-8465.153059782337,3.908,3.799,9251.25895090648,1340.85,30245.91,386
9487033,1134.0,2868.01,16729.59702228583,3.858,3.527,429.3783483898901,17498.71,56454.07,430
9487033,1134.0,8.69,20299.262901189166,3.845,3.557,-113.58400001004338,14257.4,7587.47,341
9487033,1134.0,8.69,-6554.035341661675,3.908,3.662,3541.5429213379366,5.98,5973.26,302
9487033,1134.0,8.69,-11059.877678810679,3.916,3.725,5216.182374117444,5.98,3608.75,582
9487033,1134.0,10437.39,-8750.780042359922,3.886,3.71,4748.474410517695,5.98,12279.18,576
9487033,1134.0,12474.56,20451.944855910435,3.864,3.478,2565.7029564353097,5.98,5.98,554
9487033,1134.0,8070.9,-1709.9305566634405,3.913,3.509,-113.58400001004338,5.98,5.98,472
9487033,1134.0,8.69,10444.789577607127,3.827,3.641,6210.574305467877,5.98,26156.55,560
9487033,1134.0,3778.49,3966.2957221236493,3.886,3.723,6269.679408179096,5.98,28211.97,399
9487033,1134.0,30104.61,-11527.216517849984,3.769,3.588,11076.641854409687,5.98,5213.96,476
9487033,1134.0,4151.83,-2881.1539765470097,3.91,3.634,3056.938214401316,5.98,31086.54,209
9487033,1134.0,4581.27,-2145.3026647025354,3.854,3.647,-113.58400001004338,10296.9,13870.81,419
9487033,1134.0,19125.24,3086.3301310897155,3.854,3.615,9400.347246537454,5.98,5.98,401
9487033,1134.0,15229.27,6391.73213524367,3.868,3.542,-113.58400001004338,5.98,15272.85,507
9487033,1134.0,8.69,-217.93635884377522,3.909,3.623,7180.4946456594025,6368.73,8000.4,528
9487033,1134.0,8.69,-10419.78470472674,3.929,3.656,1976.1894129146258,5310.42,8227.19,479
9487033,1134.0,8.69,-38922.89838324815,3.833,3.567,12777.806640144343,262.09,27313.95,462
9487033,1134.0,8.69,11141.705323694383,3.908,3.577,-113.58400001004338,5.98,8410.32,461
9487033,1134.0,24628.17,6762.53097605254,3.915,3.648,5322.156919996849,5.98,13302.45,526
9487033,1134.0,35236.1,-14429.556802169924,3.908,3.589,977.2375408468301,5.98,5.98,436
9487033,1134.0,8917.62,1239.7846717497057,3.938,3.672,7862.196804501687,14914.81,5.98,507
9487033,1134.0,8.69,-13544.408788774566,3.934,3.713,5999.754860120671,15934.48,22642.31,494
9487033,1134.0,19732.45,19601.474958270246,3.835,3.789,7091.437316597716,13095.28,3328.32,456
9487033,1134.0,8.69,-3534.8901528693223,3.908,3.467,9427.083299903437,5.98,36286.6,414
9487033,1134.0,15299.06,5652.470022839602,3.77,3.637,2175.8672035889936,5.98,5.98,516
9487033,1134.0,8.69,16309.639178037174,3.908,3.596,7088.4752596412745,5.98,5.98,436
9487033,1134.0,6148.28,9249.029234985685,3.908,3.636,1286.1710757926912,5.98,5.98,497
9487033,1134.0,8.69,7348.947092604618,3.962,3.531,7016.902691331459,10513.49,5.98,541
9487033,1134.0,931.72,7265.486013050857,3.875,3.586,-113.58400001004338,1881.02,16056.06,554
9487033,1134.0,22606.29,4154.716681552066,3.814,3.589,-113.58400001004338,5.98,5.98,523
9487033,1134.0,8.69,6687.711637049308,3.868,3.631,1674.2583525638206,5.98,23689.25,453
9487033,1134.0,8.69,2958.9352735395187,3.86,3.572,-113.58400001004338,5.98,3040.5,304
9487033,1134.0,8.69,22037.874786960336,3.908,3.69,1509.2565168040528,1869.78,14289.96,368
9487033,1134.0,480.26,-9759.501225569404,3.845,3.564,2178.4820956077633,5.98,16185.87,428
9487033,1134.0,8.69,-320.65255046595735,3.836,3.569,1386.3409477338532,10557.18,6136.68,211
9487033,1134.0,6277.28,-67.81138404267745,3.872,3.58,6303.25564469396,5461.27,10066.5,395
9487033,1134.0,8.69,-2798.907518480306,3.832,3.681,979.605118658435,5.98,4409.41,352
9487033,1134.0,6506.21,1239.7846717497057,3.908,3.53,-113.58400001004338,5.98,5.98,383
9487033,1134.0,20271.76,-2849.475662125,3.832,3.578,4489.688864421964,5.98,5.98,480
9487033,1134.0,1550.95,-15306.074280010023,3.849,3.685,3768.336170946925,5.98,20660.94,389
9487033,1134.0,14226.14,-13536.719472821822,3.895,3.593,1483.72125689607,5.98,5.98,387
9487033,1134.0,8.69,-2266.4481602418846,3.91,3.645,-113.58400001004338,5.98,10815.26,543
9487033,1134.0,4016.04,-16004.876947300418,3.908,3.632,-113.58400001004338,922.98,3975.17,563
9487033,1134.0,8.69,8065.108986764081,3.908,3.68,9930.909408498786,5.98,5.98,511
9487033,1134.0,8.69,12906.035811004393,3.946,3.54,-113.58400001004338,1966.5,5522.7,678
9487033,1134.0,1015.85,-7607.286072465996,3.901,3.561,4028.676069149953,5.98,8997.25,633
9487033,1134.0,8.69,-5483.693855674909,3.973,3.518,1886.2301624043666,5.98,5.98,473
9487033,1134.0,28613.51,7912.656510345904,3.868,3.471,3768.336170946925,1484.05,768.73,541
9487033,1134.0,6677.93,13394.794118998094,3.826,3.548,5728.342345726729,9399.22,27444.43,519
9487033,1134.0,2439.03,5916.534560723168,3.93,3.677,2188.981522353194,5461.27,17188.59,369
9487033,1134.0,8.69,1804.4232637235955,3.902,3.562,4636.070103361256,35834.56,6719.1,463
9487033,1134.0,8.69,-9920.602165535269,3.872,3.518,-113.58400001004338,15393.21,5776.89,576
9487033,1134.0,11817.4,-5702.799918744776,3.801,3.545,4020.1137329726876,5.98,2353.92,590
9487033,1134.0,641.47,-18745.40544675469,3.886,3.582,-24.312354723955195,5.98,2127.51,390
9487033,1134.0,8.69,19069.840063583648,3.809,3.721,265.6976983176828,22420.82,9915.76,524
9487033,1134.0,15161.41,9288.069231298801,3.778,3.674,7348.3287596332375,11237.92,2231.18,266
9487033,1134.0,4581.27,12733.243130776036,3.757,3.686,2006.3626984436644,5.98,5.98,319
9487033,1134.0,8.69,13443.702578743685,3.831,3.85,7538.513657015867,29154.6,31360.66,243
9487033,1134.0,8.69,3431.3318233429145,3.923,3.578,-113.58400001004338,4288.55,22472.74,223
9487033,1134.0,14688.02,2121.167638660071,3.877,3.648,-113.58400001004338,3788.15,11665.92,460
9487033,1134.0,8.69,-5158.606913561562,3.84,3.646,-113.58400001004338,31634.54,1865.56,554
9487033,1134.0,8.69,-1569.7352245689801,3.814,3.73,1823.465952133014,15661.31,8632.17,548
9487033,1134.0,8.69,9385.020228755668,3.862,3.726,-113.58400001004338,21976.2,40190.25,408
9487033,1134.0,8.69,36.50275195468089,3.978,3.509,6377.781291556656,5.98,29931.02,269
9487033,1134.0,8.69,-3085.151672197254,3.934,3.65,2355.7466621576655,5.98,27585.66,543
9487033,1134.0,6096.87,2999.8590536570996,3.859,3.659,7470.543605116469,5461.27,25640.27,529
9487033,1134.0,8.69,1239.7846717497057,3.92,3.634,11326.765485670483,24339.8,14013.72,540
9487033,1134.0,11489.31,2966.8117129132397,3.865,3.655,2535.347790215964,5.98,4753.46,577
9487033,1134.0,4581.27,4377.312652448119,3.914,3.638,8041.567894977854,15262.57,5228.2,492
9487033,1134.0,21905.83,5687.968792448206,3.866,3.461,9968.604011519541,14629.58,2099.03,545
9487033,1134.0,8.69,12009.555513594742,3.908,3.568,4905.59858138989,11758.82,5304.11,540
9487033,1134.0,5797.91,11300.628908979761,3.963,3.598,-113.58400001004338,2525.16,10066.5,560
9487033,1134.0,8.69,7002.391827757504,3.908,3.576,2719.9349250514933,4170.34,8280.56,554
9487033,1134.0,33994.24,1239.7846717497057,3.915,3.516,18310.388698123865,5.98,10066.5,682
9487033,1134.0,8064.6,-971.611232561226,3.957,3.588,18494.419852120736,12309.46,25445.1,618
9487033,1134.0,11074.72,-5745.528151300323,3.908,3.512,11107.889963674044,5.98,26159.19,686
9487033,1134.0,8.69,6585.160382957471,3.929,3.741,7054.945003435554,7934.68,5.98,703
9487033,1134.0,29887.49,-439.0542788140199,3.95,3.364,9918.98336784217,20661.01,10066.5,738
9487033,1134.0,8.69,3002.806639712312,3.858,3.544,3696.9204526265817,614.92,971.29,659
9487033,1134.0,3412.36,-19279.362016460826,3.97,3.619,1362.7122382182883,6731.35,10066.5,496
9487033,1134.0,8.69,253.6862619364565,3.929,3.511,-113.58400001004338,5.98,14032.5,539
9487033,1134.0,8.69,21987.26764993211,3.881,3.614,9007.109494960236,5.98,5.98,557
9487033,1134.0,5064.39,5415.1240202725985,3.842,3.546,410.24917942228194,5.98,3386.21,571
9487033,1134.0,11791.43,-15087.291817203497,3.968,3.649,16907.444035304783,5.98,30570.73,386
9487033,1134.0,6736.58,-14386.142375704161,3.869,3.571,942.7425143676146,381.85,10066.5,629
9487033,1134.0,2621.55,19588.42517258127,3.917,3.56,7684.921491074796,5.98,13138.78,514
9487033,1134.0,3704.14,1239.7846717497057,3.903,3.701,10069.76613309055,10783.62,15873.29,554
9487033,1134.0,8.69,8159.177611238196,3.881,3.665,1491.2058445550383,1424.61,2906.51,510
9487033,1134.0,66210.46,-12756.175916851216,3.819,3.611,1688.5198664374939,3062.0,22993.29,444
9487033,1134.0,20527.09,-15771.692928175777,3.938,3.545,1340.5704067468996,5.98,13223.65,442
9487033,1134.0,8.69,11587.266133930712,3.86,3.673,-113.58400001004338,24748.27,5.98,375
9487033,1134.0,8.69,5404.888032995333,3.779,3.654,7376.02931119988,5.98,10066.5,448
9487033,1134.0,14664.74,-15990.676184497504,3.863,3.676,543.4693710879337,5741.06,24383.3,351
9487033,1134.0,8.69,1239.7846717497057,3.828,3.68,3768.336170946925,1720.62,5.98,268
9487033,1134.0,8.69,3040.7632250329616,3.792,3.708,1722.7908409369509,4176.44,25057.04,519
9487033,1134.0,17970.46,15977.74901099688,3.86,3.655,2887.6861248288114,5.98,25350.32,458
9487033,1134.0,24010.58,-11560.768755680621,3.947,3.67,358.1597468386235,14852.57,40216.38,227
9487033,1134.0,8.69,-6652.20185700522,3.806,3.586,723.6028096482319,5.98,29055.33,408
9487033,1134.0,4581.27,12856.47477233439,3.908,3.646,1443.0681338657323,26174.5,16543.85,263
9487033,1134.0,4325.42,12518.444267887206,3.912,3.661,39.09938889508976,5.98,15955.05,361
9487033,1134.0,8.69,-802.031024476219,3.925,3.64,2761.2593878026,6757.3,6305.21,320
9487033,1134.0,8.69,8824.167188408112,3.821,3.633,3768.336170946925,15642.89,20761.13,261
9487033,1134.0,3043.81,35500.59771835152,3.745,3.585,3195.0823122195734,34339.35,8481.02,232
9487033,1134.0,13005.57,14023.414970726795,3.879,3.646,-113.58400001004338,5461.27,5.98,119
9487033,1134.0,8.69,-9984.623922898401,3.86,3.643,2270.509235701693,5.98,23441.77,554
9487033,1134.0,8.69,-4447.244791175119,3.841,3.538,-113.58400001004338,17502.94,16733.22,376
9487033,1134.0,8.69,-6468.852278435122,3.834,3.636,6518.778685215496,5.98,2081.24,381
9487033,1134.0,8.69,6057.457097010524,3.843,3.759,7048.259629729882,6769.02,21581.03,340
